time_s0,RF_swing_s0,time_s1,RF_swing_s1,time_s2,RF_swing_s2,time_s3,RF_swing_s3,time_s4,RF_swing_s4,time_s5,RF_swing_s5,time_s6,RF_swing_s6,time_s7,RF_swing_s7,time_s8,RF_swing_s8,time_s9,RF_swing_s9,time_s10,RF_swing_s10,time_s11,RF_swing_s11,time_s12,RF_swing_s12,time_s13,RF_swing_s13,time_s14,RF_swing_s14,time_s15,RF_swing_s15
234.0533,0.4333,227.2433,0.4233,224.9,0.3967,210.8367,0.3433,217.9767,0.3967,224.49,0.4133,223.75,0.4033,212.1367,0.3033,230.47,0.4133,279.8233,0.5067,221.0633,0.32,206.67,0.3533,217.6833,0.3733,211.8167,0.3833,216.2933,0.39,204.9767,0.3633
235.3067,0.4533,228.3433,0.42,226.12,0.4233,211.8467,0.3633,219.04,0.3867,225.5933,0.4033,224.86,0.4033,213.16,0.3033,231.59,0.42,281.1933,0.4967,222.1767,0.3433,207.6633,0.3633,218.7833,0.3933,212.8633,0.3767,217.3667,0.39,205.9633,0.3667
236.56,0.46,229.46,0.3767,227.3133,0.2533,212.86,0.3467,220.0767,0.39,226.6833,0.3967,225.9733,0.3867,214.1767,0.33,232.6733,0.3933,282.5633,0.4933,223.2933,0.36,208.6433,0.35,219.8567,0.3867,213.9133,0.3933,218.4667,0.4033,206.9367,0.3567
237.89,0.4733,230.55,0.4067,228.4633,0.3833,213.8833,0.3533,221.15,0.39,227.7733,0.38,227.0433,0.3767,215.1833,0.31,233.7867,0.3967,283.9733,0.4967,224.3633,0.35,209.65,0.3667,220.9233,0.3933,214.9433,0.38,219.56,0.3933,207.91,0.36
239.07,0.4267,231.63,0.3733,229.5733,0.39,214.9133,0.3633,222.2233,0.3867,228.8733,0.3933,228.1633,0.41,216.2033,0.3067,234.88,0.41,285.36,0.4933,225.4567,0.3267,210.6367,0.3567,222.0433,0.4067,215.9967,0.38,220.6067,0.37,208.88,0.3533
240.2,0.4333,232.69,0.4,230.66,0.38,215.96,0.3433,223.3133,0.3833,229.9667,0.3833,229.2767,0.3567,217.2567,0.31,235.9867,0.3933,286.7367,0.4967,226.5567,0.3533,211.64,0.3633,223.1833,0.42,217.0633,0.3833,221.68,0.3967,209.87,0.3667
241.3233,0.4233,233.7433,0.38,231.7633,0.3967,217.0133,0.3667,224.41,0.4067,231.06,0.38,230.38,0.3867,218.3,0.33,237.1433,0.4233,288.09,0.4967,227.65,0.34,212.6067,0.3533,224.3667,0.4567,218.06,0.34,222.7433,0.3833,210.8833,0.3733
242.47,0.4367,234.8267,0.38,232.8333,0.39,218.1833,0.3533,225.48,0.39,232.1533,0.4033,231.48,0.37,219.33,0.31,238.2567,0.4133,289.45,0.4967,228.7733,0.3433,213.6067,0.34,225.5033,0.4267,219.12,0.4467,223.8167,0.3933,211.8833,0.3567
243.6333,0.44,235.88,0.3633,233.9133,0.3867,219.39,0.4533,226.5467,0.3933,233.2367,0.39,232.62,0.4333,220.35,0.3067,239.37,0.42,290.8333,0.5,229.8967,0.3433,214.58,0.3533,226.5833,0.4033,220.17,0.39,224.8567,0.37,212.8733,0.3767
244.7967,0.42,236.9633,0.3967,235.0467,0.3933,220.4433,0.37,227.6233,0.3833,234.3433,0.4,233.7567,0.3967,221.4,0.31,240.4533,0.39,292.2233,0.5067,231.0033,0.35,215.5667,0.3633,227.6633,0.3967,221.2033,0.4,225.8967,0.36,213.83,0.35
245.9,0.41,238.0,0.3833,236.14,0.3867,221.4967,0.3833,228.7133,0.3933,235.42,0.3867,234.8367,0.3767,222.42,0.3133,241.5867,0.4067,293.5967,0.4933,232.1,0.3367,216.55,0.3567,228.7633,0.4033,222.2233,0.37,226.9533,0.3833,214.8367,0.37
247.0433,0.43,239.0467,0.4033,237.25,0.3967,222.5333,0.3567,229.7867,0.3833,236.5167,0.3767,235.91,0.42,223.4567,0.3067,242.6733,0.3933,295.0267,0.4967,233.2,0.3467,217.5333,0.34,229.85,0.4067,223.2533,0.3767,227.9967,0.3733,215.8367,0.3767
248.1833,0.4233,240.09,0.3633,238.3567,0.3933,223.54,0.3467,230.8367,0.3767,237.58,0.3933,237.01,0.4133,224.49,0.31,243.7667,0.3933,296.5133,0.5433,234.35,0.35,218.55,0.37,230.9267,0.3867,224.29,0.38,229.0567,0.3567,216.82,0.3567
249.34,0.44,241.1167,0.3867,239.4667,0.39,224.5767,0.3533,231.9167,0.3667,238.6733,0.3933,238.1433,0.4367,225.47,0.29,244.87,0.4167,297.83,0.4333,235.4733,0.3467,219.56,0.3667,231.9967,0.4033,225.3033,0.38,230.11,0.38,217.85,0.3667
250.47,0.4367,242.2267,0.4067,240.56,0.3867,225.61,0.36,232.9433,0.3767,239.7733,0.3867,239.3033,0.4067,226.4867,0.3133,245.9967,0.4,299.2533,0.5233,236.6033,0.35,220.5367,0.37,233.0467,0.39,226.3367,0.39,231.15,0.3767,218.89,0.3667
251.6033,0.4467,243.3833,0.42,241.6667,0.39,226.65,0.3867,234.0033,0.38,240.8367,0.3733,240.4433,0.3933,227.4767,0.3067,247.1033,0.4067,,,237.8067,0.3433,221.4867,0.34,234.1267,0.3967,227.3833,0.38,232.2033,0.38,219.8567,0.3333
252.7267,0.4333,244.48,0.3967,242.7867,0.3867,227.67,0.3533,235.0733,0.3833,241.89,0.3733,241.5667,0.3733,228.49,0.3133,248.19,0.4067,,,238.98,0.3267,222.4467,0.3567,235.2033,0.4033,228.43,0.39,233.2433,0.3767,220.8633,0.3533
253.8633,0.4267,245.5633,0.4067,243.8467,0.3833,228.71,0.3833,236.1233,0.3833,242.99,0.3967,242.71,0.4333,229.4767,0.31,249.3167,0.43,,,240.2433,0.42,223.42,0.3467,236.2567,0.3833,229.45,0.3833,234.2933,0.3667,221.85,0.37
255.0033,0.4267,246.6667,0.4067,244.93,0.38,229.73,0.37,237.1867,0.39,244.0433,0.3867,243.8067,0.36,230.61,0.36,250.44,0.4067,,,241.4,0.3533,224.41,0.3667,237.31,0.3967,230.4767,0.3767,235.33,0.3633,222.8667,0.37
256.1033,0.4233,247.7933,0.41,246.03,0.4,230.73,0.35,238.2233,0.3633,245.1167,0.3933,244.95,0.3933,231.6033,0.3633,251.5467,0.4167,,,242.55,0.3367,225.4233,0.38,238.3533,0.38,231.5,0.3867,236.3633,0.3733,223.88,0.3767
257.2267,0.42,248.8933,0.4033,247.1233,0.3833,231.7367,0.37,239.28,0.3833,246.2033,0.3967,246.1033,0.3933,232.5967,0.3333,252.6667,0.4267,,,243.7033,0.3467,226.3933,0.3533,239.4233,0.4033,232.5333,0.3767,237.3867,0.3833,224.8433,0.34
258.3567,0.4167,249.97,0.39,248.2233,0.3967,232.74,0.3533,240.3067,0.3667,247.2567,0.36,247.2167,0.4133,233.5633,0.33,253.8133,0.4067,,,244.8033,0.3533,227.37,0.3567,240.4633,0.37,233.5667,0.38,238.4533,0.3767,225.83,0.3533
259.4967,0.43,251.1067,0.38,249.3167,0.39,233.7967,0.3767,241.3733,0.3767,248.3233,0.37,248.3533,0.4333,234.51,0.3033,254.9633,0.42,,,245.9033,0.3433,228.3233,0.34,241.5033,0.3933,234.61,0.3933,239.48,0.3767,226.8233,0.3533
260.6067,0.43,252.2567,0.42,250.4233,0.3967,234.7967,0.3467,242.4233,0.3867,249.4067,0.39,249.5433,0.4367,235.48,0.3133,256.1,0.4233,,,247.0233,0.3267,229.33,0.3533,242.5467,0.3833,235.6367,0.3833,240.5333,0.36,227.8167,0.3667
261.71,0.4167,253.43,0.38,251.5133,0.3933,235.7967,0.35,243.4867,0.3867,250.5133,0.3933,250.72,0.3967,236.45,0.31,257.23,0.41,,,248.1567,0.3433,230.34,0.3733,243.6,0.39,236.67,0.38,241.59,0.3767,228.83,0.38
262.8333,0.4133,254.76,0.37,252.6567,0.3933,236.8067,0.3467,244.51,0.37,251.6567,0.39,251.8267,0.3533,237.4333,0.3167,258.41,0.4267,,,249.28,0.3567,231.3433,0.3667,244.6667,0.3933,237.7033,0.38,242.65,0.3867,229.8067,0.3567
263.9633,0.42,256.0133,0.4667,253.7267,0.3933,237.81,0.3733,245.5867,0.4,252.7667,0.3933,253.0633,0.4733,238.4167,0.2967,259.6233,0.4367,,,250.41,0.3367,232.37,0.38,245.7133,0.3933,238.7467,0.39,243.7133,0.4033,230.8133,0.3467
265.06,0.43,257.22,0.4267,254.8233,0.3933,238.81,0.3467,246.6367,0.38,253.8633,0.3933,254.1833,0.3867,239.4367,0.3267,260.7467,0.4167,,,251.49,0.3433,233.43,0.38,246.7733,0.38,239.79,0.39,244.7833,0.3867,231.7967,0.36
266.1867,0.43,258.38,0.42,255.92,0.3967,239.79,0.37,247.7167,0.3867,255.02,0.3867,255.3333,0.4167,240.44,0.32,261.8833,0.3967,,,252.58,0.35,234.5633,0.4033,247.83,0.3933,240.83,0.3833,245.85,0.3767,232.8,0.3567
267.3167,0.44,259.5467,0.42,257.0133,0.3967,240.81,0.3633,248.7967,0.3867,256.19,0.38,256.4833,0.4167,241.3967,0.3067,263.08,0.4433,,,253.66,0.3367,235.6667,0.3767,248.89,0.39,241.8867,0.3833,246.92,0.3967,233.8433,0.3733
268.42,0.4267,260.7333,0.41,258.1567,0.4,241.84,0.3633,249.8533,0.3933,257.4267,0.35,257.6833,0.4633,242.38,0.3067,264.2233,0.4167,,,254.7567,0.3467,236.73,0.3933,249.95,0.3867,242.9367,0.3867,247.9833,0.38,234.91,0.3733
269.5567,0.4167,261.8733,0.43,259.2333,0.4,242.8667,0.37,250.8967,0.3933,258.7,0.48,258.7967,0.4467,243.3633,0.3167,265.3233,0.4267,,,255.87,0.33,237.7633,0.3733,251.0067,0.4,243.96,0.3933,249.05,0.3933,235.8767,0.3633
270.69,0.45,262.99,0.38,260.3167,0.3867,243.91,0.3567,251.9633,0.35,259.82,0.4033,259.9367,0.42,244.34,0.3033,266.44,0.3967,,,256.9467,0.35,238.8,0.3733,252.0667,0.3867,245.0167,0.39,250.1133,0.3633,237.23,0.42
271.8033,0.42,264.1133,0.42,261.4433,0.29,244.95,0.3767,253.02,0.3833,260.94,0.3767,261.09,0.44,245.2833,0.29,267.55,0.3967,,,258.01,0.3367,239.84,0.3767,253.1133,0.39,246.0633,0.3867,251.2167,0.3733,238.3567,0.39
272.9233,0.4167,265.2533,0.4033,262.5033,0.3633,245.97,0.3667,254.11,0.3867,262.0967,0.4,262.2633,0.4367,246.2667,0.32,268.74,0.43,,,259.0833,0.3467,240.88,0.3833,254.1767,0.3867,247.1233,0.4,252.3833,0.41,239.3833,0.37
274.0367,0.42,266.43,0.4467,263.6,0.37,247.0067,0.3567,255.2067,0.4,263.2667,0.41,263.4367,0.4233,247.2267,0.3167,269.8833,0.4133,,,260.1767,0.3333,241.9033,0.3633,255.21,0.38,248.17,0.38,253.69,0.4733,240.4033,0.37
275.1733,0.44,267.55,0.41,264.6833,0.32,248.0333,0.3833,256.27,0.3767,264.3967,0.4133,264.5467,0.4267,248.2167,0.31,271.0233,0.4233,,,261.24,0.3433,242.89,0.3533,256.2667,0.3767,249.23,0.3933,254.88,0.4867,241.4433,0.3633
276.3133,0.4433,268.6333,0.3933,265.79,0.3333,249.07,0.37,257.3633,0.3833,265.5267,0.38,265.6467,0.3967,249.2267,0.3133,272.2367,0.4267,,,262.3133,0.3233,243.9033,0.35,257.3167,0.3967,250.2667,0.38,256.0033,0.4133,242.47,0.3667
277.46,0.4233,269.7667,0.42,266.89,0.3967,250.13,0.3633,258.51,0.4167,266.6467,0.3967,266.78,0.44,250.1867,0.2933,273.45,0.4267,,,263.38,0.34,244.91,0.3367,258.37,0.3933,251.31,0.3833,257.1067,0.41,243.4667,0.3667
278.57,0.44,270.8667,0.3967,267.99,0.3933,251.1667,0.3733,259.5767,0.3567,267.8033,0.39,267.91,0.4133,251.19,0.32,274.87,0.4633,,,264.47,0.34,245.92,0.3667,259.4167,0.3967,252.36,0.3833,258.19,0.3933,244.4767,0.36
279.6567,0.4233,272.0267,0.4167,269.1467,0.3167,252.1767,0.3567,260.8033,0.4367,268.94,0.4033,269.0533,0.42,252.2233,0.3033,276.28,0.4867,,,265.5767,0.3367,246.9267,0.3833,260.49,0.39,253.4033,0.3767,259.3,0.3933,245.4433,0.34
280.7633,0.4167,273.1633,0.39,270.2233,0.3133,253.2033,0.3867,261.94,0.4133,270.2833,0.4667,270.21,0.4,253.22,0.2833,277.5267,0.42,,,266.68,0.3433,247.95,0.37,261.54,0.4,254.4367,0.3933,260.39,0.3867,246.43,0.35
281.8767,0.43,274.2567,0.4,271.33,0.3233,254.2333,0.36,263.0367,0.38,271.7567,0.5067,271.37,0.4167,254.2567,0.33,278.73,0.4467,,,267.79,0.3467,248.91,0.35,262.6133,0.4,255.4767,0.3767,261.47,0.4033,247.46,0.3633
282.9833,0.4233,275.3367,0.3933,272.4433,0.38,255.28,0.3667,264.1567,0.3933,273.27,0.53,272.4967,0.4033,255.3033,0.3133,279.9233,0.42,,,268.8833,0.3467,249.89,0.36,263.68,0.3933,256.52,0.3767,262.5567,0.38,248.47,0.36
284.0967,0.4233,276.4,0.38,273.5567,0.34,256.33,0.3867,265.26,0.4033,275.0967,0.5,273.67,0.42,256.34,0.3467,281.1767,0.4467,,,269.99,0.3433,250.9133,0.36,264.7467,0.4033,257.5533,0.3833,263.6433,0.4,249.4667,0.3667
285.21,0.4267,277.5233,0.4,274.6767,0.32,257.3233,0.3533,266.3533,0.3933,276.2633,0.43,274.8267,0.4,257.3833,0.3233,282.35,0.4267,,,271.09,0.34,251.94,0.37,265.7867,0.3867,258.59,0.3833,264.7233,0.3733,250.49,0.37
286.3367,0.4267,278.67,0.3967,275.79,0.3533,258.3333,0.3467,267.41,0.3733,277.37,0.4067,275.9833,0.4367,258.4033,0.3133,283.47,0.4133,,,272.1867,0.3333,252.93,0.3633,266.8233,0.3833,259.65,0.3833,265.77,0.35,251.48,0.3433
287.45,0.4167,279.7667,0.42,276.95,0.38,259.3567,0.3833,268.45,0.3833,278.5033,0.4,277.1067,0.43,259.44,0.3133,284.6433,0.4367,,,273.2833,0.35,253.9367,0.3733,267.9067,0.39,260.6867,0.3867,266.8433,0.3867,252.5,0.35
288.58,0.4167,280.9067,0.4167,278.0967,0.36,260.3567,0.3433,269.5433,0.3767,279.5867,0.39,278.2433,0.42,260.4467,0.3233,285.8367,0.4167,,,274.3767,0.3433,254.9533,0.3733,268.9667,0.3867,261.7333,0.3867,267.9,0.3733,253.53,0.3667
289.7067,0.4133,282.0,0.39,279.28,0.3567,261.4033,0.38,270.67,0.3967,280.63,0.38,279.3567,0.39,261.5133,0.3333,286.9933,0.4267,,,275.4633,0.3367,256.0033,0.3733,270.0067,0.3867,262.77,0.37,268.9567,0.3733,254.5633,0.38
290.8833,0.4267,283.0833,0.3867,280.4867,0.34,262.4067,0.36,271.7867,0.41,281.7167,0.4,280.4667,0.39,262.5667,0.3233,288.19,0.43,,,276.5667,0.3433,257.0367,0.38,271.0767,0.3867,263.8167,0.38,269.9967,0.3867,255.5367,0.3733
292.07,0.4233,284.21,0.4233,281.5933,0.31,263.41,0.36,272.84,0.4,282.81,0.3833,281.6133,0.3967,263.57,0.32,289.36,0.44,,,277.6567,0.33,258.07,0.3667,272.1433,0.39,264.87,0.3767,271.0467,0.38,256.5567,0.37
293.1433,0.4067,285.3267,0.42,283.0533,0.4867,264.44,0.3633,273.92,0.3767,283.9067,0.39,282.6833,0.3633,264.5967,0.3433,290.48,0.4133,,,278.7333,0.33,259.0967,0.38,273.2,0.3733,265.95,0.4033,272.1233,0.3967,257.5467,0.36
294.5067,0.5667,286.4533,0.3967,284.19,0.4267,265.4467,0.37,274.9833,0.4,284.99,0.3833,283.81,0.4067,265.6067,0.3233,291.6433,0.43,,,279.8033,0.3467,260.13,0.3633,274.2833,0.4033,267.0067,0.3933,273.2033,0.39,258.55,0.3533
295.6933,0.4567,287.5333,0.38,285.26,0.4067,266.46,0.3567,276.0267,0.3867,286.0867,0.3933,284.92,0.38,266.6333,0.3267,292.7633,0.41,,,280.8933,0.34,261.1567,0.36,275.3667,0.3967,268.0567,0.3867,274.2667,0.3967,259.5233,0.3533
296.8667,0.4433,288.6067,0.4067,286.34,0.2933,267.4633,0.3633,277.1167,0.3533,287.2067,0.3933,286.0233,0.4067,267.67,0.3233,293.9367,0.43,,,281.95,0.3367,262.1667,0.38,276.45,0.4067,269.11,0.38,275.3167,0.38,260.5067,0.36
298.0867,0.4833,289.7233,0.3767,287.4833,0.3833,268.4767,0.3533,278.21,0.3933,288.28,0.3867,287.1267,0.3967,268.73,0.3333,295.1067,0.4167,,,283.0133,0.3267,263.1967,0.3733,277.5233,0.39,270.18,0.39,276.3567,0.38,261.5133,0.37
299.3333,0.4533,290.85,0.4033,288.5667,0.3767,269.4433,0.3567,279.2833,0.3933,289.3767,0.3733,288.26,0.42,269.79,0.33,296.2467,0.4267,,,284.1033,0.3367,264.2,0.3633,278.6433,0.4,271.31,0.43,277.42,0.3767,262.52,0.3667
,,292.0567,0.4833,289.7233,0.3567,270.46,0.35,280.35,0.3867,290.5,0.4167,289.3833,0.4233,270.83,0.3067,297.4033,0.4333,,,285.16,0.3333,265.1967,0.3633,279.8133,0.4367,272.3733,0.4133,278.5,0.38,263.51,0.3533
,,293.1767,0.4167,290.84,0.3367,271.4767,0.3633,281.41,0.39,291.5733,0.3833,290.49,0.43,271.8433,0.3167,298.6,0.4367,,,286.2433,0.3333,266.2,0.3733,280.9967,0.4533,273.4233,0.3967,279.57,0.39,264.5133,0.37
,,294.2833,0.41,291.95,0.3533,272.48,0.36,282.5033,0.3933,292.6733,0.41,291.5733,0.4,272.89,0.3167,299.7633,0.42,,,287.3567,0.3467,267.2233,0.3733,282.0933,0.3967,274.47,0.3933,280.6633,0.4067,265.5067,0.36
,,295.4033,0.41,293.06,0.4133,273.5233,0.3733,283.5833,0.3967,293.7733,0.3767,292.6767,0.38,273.8967,0.32,,,,,288.4667,0.3433,268.2367,0.3733,283.16,0.4033,275.5267,0.3867,281.7267,0.3967,266.5167,0.3667
,,296.4867,0.4133,294.1767,0.3633,274.5633,0.37,284.6367,0.35,294.8567,0.3933,293.8,0.4,274.8867,0.3067,,,,,289.5567,0.3467,269.2567,0.37,284.2067,0.3833,276.56,0.3733,282.7933,0.38,267.51,0.3667
,,297.6033,0.4167,295.2767,0.3233,275.61,0.4,285.7467,0.37,295.9767,0.3567,294.9533,0.4433,275.9133,0.3367,,,,,290.6567,0.3433,270.29,0.38,285.2733,0.39,277.6167,0.4,283.8533,0.3933,268.5,0.36
,,298.6833,0.3867,296.3933,0.3467,276.6333,0.3833,286.8133,0.3667,297.1067,0.36,296.0967,0.4467,276.9367,0.3167,,,,,291.7433,0.3433,271.3,0.3567,286.37,0.4,278.66,0.38,284.91,0.3833,269.48,0.35
,,299.7933,0.3767,297.5233,0.3533,277.6667,0.3667,287.8867,0.3667,298.19,0.34,297.1967,0.4067,277.9667,0.32,,,,,292.8533,0.3333,272.3267,0.3767,287.4533,0.3967,279.6933,0.39,285.98,0.3933,270.48,0.3667
,,,,298.66,0.3767,278.69,0.36,288.96,0.3633,299.3033,0.3667,298.2933,0.3933,279.01,0.3267,,,,,294.0133,0.3433,273.33,0.3533,288.53,0.41,280.7433,0.3833,287.0233,0.37,271.47,0.35
,,,,,,279.73,0.36,290.02,0.3867,,,299.4167,0.4233,280.03,0.3433,,,,,295.16,0.3433,274.3433,0.3767,289.5833,0.38,281.78,0.3833,288.1133,0.4067,272.4667,0.3667
,,,,,,280.8,0.4,291.12,0.3967,,,,,281.0567,0.31,,,,,296.02,0.26,275.3433,0.3667,290.66,0.38,282.8433,0.3867,289.1967,0.39,273.4567,0.37
,,,,,,281.8767,0.3767,292.1967,0.3633,,,,,282.07,0.3067,,,,,297.05,0.19,276.37,0.3833,291.72,0.38,283.8767,0.3833,290.27,0.3767,274.4533,0.3533
,,,,,,282.9067,0.36,293.2967,0.4033,,,,,283.1133,0.3133,,,,,298.2067,0.3367,277.36,0.3533,292.8,0.3967,284.9167,0.3733,291.3233,0.39,275.4367,0.3667
,,,,,,283.9433,0.36,294.3967,0.37,,,,,284.18,0.3367,,,,,299.3,0.3433,278.3833,0.37,293.8567,0.3833,285.9633,0.3867,292.3767,0.38,276.45,0.38
,,,,,,284.99,0.3733,295.4767,0.3367,,,,,285.2167,0.31,,,,,,,279.4033,0.3833,294.9233,0.3867,287.0133,0.38,293.4233,0.3867,277.47,0.37
,,,,,,286.1033,0.3833,296.5133,0.3933,,,,,286.2633,0.32,,,,,,,280.43,0.3767,295.9867,0.3867,288.0733,0.3867,294.5,0.3767,278.4733,0.3633
,,,,,,287.48,0.39,297.56,0.35,,,,,287.2833,0.32,,,,,,,281.4367,0.38,297.0467,0.38,289.1367,0.39,295.5633,0.39,279.4767,0.3667
,,,,,,288.59,0.2733,298.6,0.3867,,,,,288.31,0.2867,,,,,,,282.4233,0.3667,298.0967,0.3567,290.16,0.3833,296.6133,0.3767,280.4633,0.3567
,,,,,,289.71,0.4133,,,,,,,289.34,0.3167,,,,,,,283.44,0.3567,299.1533,0.3833,291.2133,0.3833,297.6533,0.3867,281.4567,0.35
,,,,,,290.8,0.3633,,,,,,,290.3633,0.2967,,,,,,,284.4433,0.3533,,,292.27,0.3833,298.71,0.3767,282.44,0.3533
,,,,,,291.8433,0.3667,,,,,,,291.41,0.3133,,,,,,,285.4533,0.3633,,,293.3367,0.3867,,,283.4333,0.36
,,,,,,292.93,0.3767,,,,,,,292.44,0.3167,,,,,,,286.47,0.37,,,294.3767,0.39,,,284.4167,0.3667
,,,,,,293.9767,0.36,,,,,,,293.46,0.3033,,,,,,,287.47,0.3633,,,295.4233,0.3833,,,285.3967,0.36
,,,,,,294.9967,0.35,,,,,,,294.4967,0.3,,,,,,,288.4567,0.3533,,,296.4633,0.3767,,,286.4,0.3433
,,,,,,295.9867,0.3467,,,,,,,295.5067,0.2933,,,,,,,289.5067,0.37,,,297.5167,0.3867,,,287.4067,0.3533
,,,,,,296.9967,0.3467,,,,,,,296.4967,0.31,,,,,,,290.5667,0.3633,,,298.57,0.3833,,,288.3933,0.3567
,,,,,,298.0167,0.37,,,,,,,297.5033,0.3167,,,,,,,291.6933,0.4033,,,,,,,289.38,0.34
,,,,,,299.0567,0.36,,,,,,,298.4867,0.3267,,,,,,,292.8367,0.4033,,,,,,,290.36,0.3633
,,,,,,,,,,,,,,299.4767,0.32,,,,,,,293.9167,0.3867,,,,,,,291.3867,0.37
,,,,,,,,,,,,,,,,,,,,,,294.9533,0.37,,,,,,,292.4433,0.3833
,,,,,,,,,,,,,,,,,,,,,,295.97,0.3733,,,,,,,293.5067,0.37
,,,,,,,,,,,,,,,,,,,,,,296.9933,0.3767,,,,,,,294.5167,0.2833
,,,,,,,,,,,,,,,,,,,,,,298.0367,0.35,,,,,,,295.6167,0.3967
,,,,,,,,,,,,,,,,,,,,,,299.0567,0.3533,,,,,,,296.67,0.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.73,0.3833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.75,0.3633
