time_s0,RF_swing_s0,time_s1,RF_swing_s1,time_s2,RF_swing_s2,time_s3,RF_swing_s3,time_s4,RF_swing_s4,time_s5,RF_swing_s5,time_s6,RF_swing_s6,time_s7,RF_swing_s7,time_s8,RF_swing_s8,time_s9,RF_swing_s9,time_s10,RF_swing_s10,time_s11,RF_swing_s11,time_s12,RF_swing_s12,time_s13,RF_swing_s13,time_s14,RF_swing_s14
235.8833,0.38,257.28,0.3367,262.9767,0.2833,249.3267,0.3667,209.49,0.2767,242.92,0.3667,228.2033,0.3233,240.3567,0.3833,264.6433,0.5033,266.1367,0.44,217.28,0.3567,223.48,0.3467,223.5367,0.3533,250.4567,0.3267,287.26,0.3233
237.04,0.3633,258.5967,0.41,264.03,0.26,250.4633,0.35,210.4433,0.3267,244.0433,0.3167,229.2667,0.3233,241.45,0.3333,265.91,0.48,267.3567,0.45,218.3233,0.3967,224.4767,0.3167,224.4,0.25,251.7433,0.4167,288.71,0.4433
238.12,0.3633,259.93,0.37,265.0667,0.2867,251.57,0.3533,211.4067,0.28,245.1533,0.37,230.3167,0.3033,242.5767,0.3767,267.2067,0.5,268.5833,0.4133,219.34,0.38,225.52,0.39,225.3233,0.3467,253.0967,0.4033,290.1233,0.4433
239.1933,0.3567,261.2,0.3667,266.0333,0.2633,252.7133,0.3367,212.3733,0.2967,246.2567,0.38,231.3867,0.3467,243.7033,0.4033,268.4433,0.4733,269.8467,0.43,220.3733,0.29,226.5433,0.3667,226.27,0.43,254.5833,0.4233,291.56,0.4133
240.2833,0.3667,262.39,0.3467,267.06,0.2367,253.85,0.37,213.33,0.2833,247.3733,0.3567,232.4633,0.3533,244.8,0.3867,269.6867,0.4467,271.03,0.4333,221.3533,0.3167,227.5567,0.33,227.1967,0.34,255.9767,0.3867,293.1067,0.4167
241.3467,0.33,263.6133,0.37,268.1067,0.29,255.0167,0.3633,214.3133,0.3067,248.4767,0.3367,233.51,0.3667,245.9267,0.39,270.9067,0.48,272.28,0.4367,222.3433,0.37,228.55,0.3133,228.17,0.4367,257.1633,0.45,294.63,0.3867
242.46,0.3433,264.8967,0.3667,269.1667,0.2767,256.1833,0.3733,215.2833,0.2767,249.5633,0.3433,234.51,0.29,247.0233,0.3533,272.1067,0.4767,273.51,0.45,223.3533,0.3633,229.5567,0.3533,229.0833,0.3467,259.57,0.45,296.27,0.4667
243.5333,0.3333,266.12,0.32,270.2267,0.3,257.3267,0.35,216.2467,0.3333,250.6767,0.28,235.62,0.3567,248.1333,0.3767,273.31,0.49,274.7167,0.4133,224.3467,0.3367,230.5533,0.3267,230.0233,0.3567,260.8833,0.4067,297.7733,0.57
244.6367,0.3733,267.35,0.3567,271.22,0.2933,258.5033,0.36,217.2167,0.2767,251.78,0.3933,236.8033,0.3733,249.2367,0.3333,274.5767,0.4833,275.9467,0.43,225.3433,0.3667,231.5767,0.3533,230.91,0.3133,261.8967,0.2333,299.6,0.4133
245.7433,0.3633,268.5467,0.3633,272.28,0.3233,259.6333,0.3567,218.15,0.2833,252.8733,0.35,237.9367,0.35,250.3233,0.3567,275.8833,0.5,277.17,0.4367,226.34,0.3333,232.58,0.3267,231.8633,0.4967,271.7033,2.3867,,
246.8233,0.3433,269.7767,0.3767,273.3233,0.27,260.78,0.3767,219.09,0.3267,253.9667,0.3833,238.78,0.1433,251.46,0.39,277.26,0.5133,278.3933,0.4267,227.34,0.3133,233.5767,0.3533,232.7333,0.29,272.9333,0.24,,
247.9233,0.31,270.91,0.3067,274.3567,0.2833,261.91,0.3467,220.0067,0.27,255.1367,0.3567,239.9467,0.2733,252.5733,0.3833,278.3133,0.44,279.5667,0.4133,228.3067,0.3167,234.5633,0.37,233.69,0.3833,274.41,0.5167,,
249.0167,0.3867,272.0767,0.2967,275.4133,0.33,263.13,0.38,220.9733,0.28,256.25,0.2567,241.05,0.36,253.6833,0.3767,279.3767,0.3933,280.7633,0.4233,229.2867,0.36,235.5633,0.37,234.5833,0.31,275.6633,0.4333,,
250.1233,0.3667,273.26,0.3733,276.47,0.3033,264.27,0.36,221.9433,0.3167,257.4267,0.3833,242.1567,0.3667,254.7833,0.36,280.8567,0.5133,281.9667,0.45,230.2833,0.3667,236.5633,0.3433,235.47,0.3067,276.9567,0.39,,
251.2233,0.3633,274.4633,0.37,277.4267,0.27,265.43,0.3767,222.88,0.2933,258.6233,0.3733,243.2233,0.3567,255.9233,0.3333,282.33,0.6,283.1867,0.4333,231.28,0.3667,237.5667,0.3233,236.3567,0.3367,278.1533,0.3333,,
252.2567,0.34,275.69,0.3767,278.4767,0.2367,266.58,0.3533,223.8533,0.2733,259.67,0.2967,244.24,0.3433,257.0567,0.3533,283.71,0.5067,284.43,0.4433,232.2567,0.37,238.5967,0.3467,237.1967,0.2267,279.4033,0.3433,,
253.3567,0.4,276.86,0.3467,279.55,0.2833,267.7967,0.3967,225.4367,0.3933,260.9333,0.2867,245.2833,0.3167,258.2567,0.3867,285.0667,0.54,285.63,0.44,233.2567,0.3667,239.5667,0.32,238.16,0.2733,280.5933,0.3267,,
254.4933,0.3367,278.06,0.33,280.5533,0.2933,268.9167,0.3233,225.9567,0.1767,261.98,0.2167,246.3,0.3433,259.5967,0.4333,286.3767,0.49,286.8767,0.45,234.24,0.26,240.61,0.3867,239.24,0.4733,281.75,0.33,,
255.6,0.3833,279.2267,0.3467,281.57,0.2767,270.1167,0.39,226.65,0.16,263.1233,0.2467,247.3467,0.33,260.9167,0.3767,287.68,0.4433,288.1133,0.45,235.2167,0.36,241.62,0.3733,240.1467,0.2967,283.0033,0.4333,,
256.72,0.3567,280.4133,0.36,282.6567,0.28,271.3467,0.3867,227.5733,0.2833,264.2933,0.29,248.37,0.3167,262.27,0.1867,289.03,0.52,289.3267,0.43,236.1967,0.3533,242.61,0.33,241.02,0.2967,284.2733,0.3667,,
257.84,0.3633,281.6067,0.3667,283.68,0.2633,272.5,0.3567,228.54,0.3333,265.4167,0.3867,249.3767,0.3567,263.5767,0.4133,290.2833,0.4367,290.55,0.4367,237.2,0.38,243.6433,0.4133,241.94,0.3233,285.52,0.39,,
258.97,0.36,282.7433,0.34,284.7167,0.2767,273.65,0.3733,229.5167,0.2833,266.4967,0.2967,250.4367,0.3633,264.7767,0.4033,291.5333,0.49,291.79,0.43,238.21,0.3833,244.66,0.33,242.8733,0.33,286.7767,0.3867,,
260.0933,0.3733,283.9067,0.3633,285.81,0.3233,274.8367,0.3733,230.5033,0.28,267.5967,0.3433,251.45,0.36,265.98,0.4167,292.8233,0.5233,293.0233,0.4333,239.2233,0.2967,245.67,0.3767,243.8067,0.3467,288.08,0.4567,,
261.1967,0.39,285.1033,0.3033,286.8567,0.3533,276.0467,0.3567,231.4633,0.3367,268.7167,0.38,252.4567,0.32,267.15,0.4233,294.1133,0.4933,294.27,0.45,240.21,0.3667,246.67,0.3333,244.7167,0.3533,289.25,0.3933,,
262.2833,0.34,286.2733,0.32,287.8633,0.3033,277.25,0.38,232.42,0.2867,269.8433,0.3367,253.4733,0.3433,268.2767,0.3767,295.3567,0.47,295.48,0.43,241.2167,0.3867,247.6533,0.31,245.65,0.3067,290.4033,0.4167,,
263.39,0.3833,287.5033,0.35,288.9633,0.2867,278.44,0.3767,233.4267,0.36,270.9867,0.3533,254.49,0.33,269.41,0.3467,296.6133,0.4833,296.6933,0.4333,242.21,0.37,248.6833,0.3467,246.56,0.29,291.6267,0.4667,,
264.5367,0.3567,288.7367,0.31,289.9967,0.2867,279.64,0.37,234.41,0.2967,272.0533,0.3633,255.5333,0.3267,270.5667,0.3633,297.8967,0.5033,297.9233,0.4333,243.2133,0.3667,249.6733,0.38,247.5433,0.3933,292.7567,0.4133,,
265.62,0.3667,290.0033,0.3567,291.0367,0.2967,280.89,0.3933,235.3433,0.27,273.1567,0.3733,256.6,0.3567,271.71,0.3433,299.2133,0.5,299.1867,0.45,244.16,0.31,250.71,0.3233,248.45,0.37,294.0467,0.4333,,
266.71,0.36,291.1833,0.3,292.1367,0.3267,282.02,0.3633,236.31,0.3033,274.2333,0.3533,257.61,0.2767,272.8067,0.3467,,,,,245.1567,0.3533,251.7267,0.3267,249.3833,0.3133,295.2933,0.3633,,
267.8367,0.36,292.39,0.3733,293.13,0.2667,283.4833,0.3367,237.28,0.3067,275.32,0.4,258.7,0.3367,273.86,0.35,,,,,246.1067,0.35,252.7267,0.34,250.3067,0.36,296.5267,0.29,,
268.9767,0.37,293.58,0.3533,294.1633,0.3033,284.5833,0.27,238.1933,0.28,276.4,0.3067,259.78,0.3367,274.95,0.3633,,,,,247.1067,0.3767,253.7067,0.3233,251.1833,0.2667,297.82,0.3367,,
270.1367,0.3467,294.7333,0.3,295.22,0.2833,285.84,0.31,239.13,0.2633,277.56,0.3733,260.82,0.34,276.1067,0.3433,,,,,248.08,0.36,254.72,0.3367,252.08,0.31,299.9967,0.3367,,
271.2467,0.38,295.8833,0.3433,296.22,0.3067,287.02,0.39,240.08,0.2867,278.6967,0.3367,261.86,0.35,277.2433,0.3433,,,,,249.0433,0.2967,255.73,0.3633,252.9667,0.2967,,,,
272.9167,0.1633,297.03,0.3533,297.25,0.2833,288.24,0.3467,241.0233,0.2667,279.75,0.42,262.88,0.3433,278.4033,0.3467,,,,,250.0033,0.31,256.7667,0.37,253.89,0.3533,,,,
273.78,0.1767,298.18,0.33,298.2567,0.2633,289.47,0.38,241.9833,0.2667,280.9167,0.3967,263.92,0.3233,279.5433,0.3333,,,,,250.9433,0.3433,257.7767,0.36,254.7533,0.2933,,,,
276.2433,0.2333,299.3467,0.3333,299.2633,0.2833,290.71,0.3867,242.9767,0.34,282.0067,0.35,264.97,0.3467,280.6833,0.36,,,,,251.8967,0.3367,258.7833,0.3233,255.6767,0.32,,,,
277.3667,0.3433,,,,,291.9033,0.3733,243.9367,0.28,283.05,0.4033,266.0233,0.3633,281.9,0.3967,,,,,252.8633,0.36,259.8067,0.3233,256.5933,0.32,,,,
278.3967,0.3267,,,,,293.1467,0.3733,244.88,0.26,284.11,0.3533,267.04,0.3233,283.0333,0.35,,,,,253.84,0.3533,260.8833,0.3467,257.59,0.3267,,,,
279.4,0.3033,,,,,294.3567,0.3533,245.8533,0.3667,285.25,0.3667,268.0567,0.35,284.1567,0.35,,,,,254.8033,0.3433,261.8567,0.28,258.6333,0.49,,,,
280.49,0.36,,,,,295.57,0.3567,246.8567,0.34,286.33,0.3833,269.1367,0.3533,285.3067,0.3667,,,,,255.76,0.3433,262.98,0.4567,259.7433,0.4033,,,,
281.6133,0.3367,,,,,296.7833,0.3733,247.81,0.2833,287.4167,0.3867,270.1667,0.3133,286.4367,0.36,,,,,256.75,0.3767,264.0567,0.4167,260.7033,0.3533,,,,
282.6967,0.3167,,,,,297.99,0.37,248.7867,0.3567,288.53,0.3833,271.27,0.3733,287.52,0.3467,,,,,257.6967,0.3667,265.1567,0.3533,261.5967,0.28,,,,
283.78,0.38,,,,,299.14,0.36,249.75,0.2733,289.5433,0.36,272.3433,0.36,288.68,0.3433,,,,,258.65,0.3167,266.2133,0.3967,262.6667,0.4667,,,,
284.8733,0.3633,,,,,,,250.7067,0.2767,290.6567,0.3733,273.3533,0.3033,289.81,0.37,,,,,259.6167,0.3433,267.2667,0.35,263.6033,0.3733,,,,
285.9433,0.34,,,,,,,251.65,0.2633,291.7967,0.32,274.4033,0.33,290.9533,0.3633,,,,,260.5867,0.3333,268.2967,0.37,264.55,0.3533,,,,
287.05,0.3467,,,,,,,252.58,0.2667,292.89,0.3033,275.4667,0.37,292.15,0.3867,,,,,261.5533,0.3367,269.33,0.34,265.4933,0.3433,,,,
288.0733,0.3533,,,,,,,253.5533,0.35,294.04,0.3933,276.5067,0.3233,293.2633,0.35,,,,,262.5233,0.37,270.3567,0.34,266.3567,0.2667,,,,
289.2067,0.3867,,,,,,,254.52,0.2667,295.1767,0.35,277.51,0.34,294.3667,0.3367,,,,,263.5067,0.3633,271.3733,0.37,267.2633,0.3867,,,,
290.34,0.37,,,,,,,255.4567,0.2833,296.2567,0.3367,278.51,0.3233,295.4567,0.34,,,,,264.4967,0.35,272.39,0.3167,268.1633,0.2467,,,,
291.3233,0.2833,,,,,,,256.4233,0.27,297.3667,0.35,279.5733,0.3567,296.5633,0.3733,,,,,265.4633,0.32,273.4233,0.37,269.1,0.3433,,,,
292.5033,0.3533,,,,,,,257.3967,0.2667,298.5,0.3167,280.6033,0.3533,297.7433,0.3733,,,,,266.4533,0.36,274.42,0.38,269.9933,0.3033,,,,
293.6067,0.3967,,,,,,,258.3867,0.3267,,,281.59,0.3233,298.8833,0.3867,,,,,267.4433,0.2933,275.4433,0.33,270.8833,0.3367,,,,
294.6767,0.33,,,,,,,259.3433,0.28,,,282.6467,0.3267,299.9467,0.35,,,,,268.56,0.3733,276.4567,0.3967,271.77,0.3367,,,,
295.7567,0.3633,,,,,,,260.29,0.32,,,283.7033,0.3567,,,,,,,269.72,0.3867,277.4767,0.3667,272.6967,0.33,,,,
296.86,0.3533,,,,,,,261.24,0.2767,,,284.7567,0.34,,,,,,,270.99,0.45,278.4967,0.3567,273.6333,0.37,,,,
298.0133,0.3967,,,,,,,262.16,0.2667,,,285.81,0.3367,,,,,,,272.1067,0.4033,279.5,0.3433,274.51,0.2767,,,,
299.1367,0.35,,,,,,,263.1167,0.3267,,,286.8233,0.35,,,,,,,273.1933,0.39,280.5167,0.3733,275.4033,0.38,,,,
,,,,,,,,264.1067,0.3333,,,287.8333,0.33,,,,,,,274.24,0.3833,281.55,0.3467,276.29,0.3267,,,,
,,,,,,,,265.0833,0.28,,,288.89,0.33,,,,,,,275.3,0.3967,282.5733,0.3767,277.2067,0.35,,,,
,,,,,,,,266.05,0.3,,,289.9667,0.3767,,,,,,,276.3667,0.38,283.5967,0.3833,278.06,0.3167,,,,
,,,,,,,,266.9567,0.27,,,291.01,0.3333,,,,,,,277.3967,0.38,284.6467,0.35,278.97,0.3367,,,,
,,,,,,,,267.9767,0.29,,,292.1,0.3633,,,,,,,278.45,0.3867,285.67,0.3433,279.8167,0.3067,,,,
,,,,,,,,268.95,0.3333,,,293.1633,0.3467,,,,,,,279.53,0.3933,286.69,0.3333,280.7267,0.3367,,,,
,,,,,,,,269.8833,0.28,,,294.2367,0.36,,,,,,,280.57,0.34,287.74,0.3867,281.64,0.36,,,,
,,,,,,,,270.8067,0.2633,,,295.29,0.35,,,,,,,281.62,0.3733,288.7833,0.3633,282.5233,0.3167,,,,
,,,,,,,,271.75,0.2867,,,296.3,0.3233,,,,,,,282.6533,0.3833,289.83,0.36,283.4333,0.3767,,,,
,,,,,,,,272.6867,0.27,,,297.3467,0.3633,,,,,,,283.6533,0.3367,290.8367,0.3667,284.2733,0.2867,,,,
,,,,,,,,273.63,0.2667,,,298.3633,0.3233,,,,,,,284.65,0.3733,291.88,0.35,285.14,0.3333,,,,
,,,,,,,,274.5833,0.2833,,,299.4067,0.32,,,,,,,285.63,0.3667,292.9133,0.3433,285.99,0.3267,,,,
,,,,,,,,275.5033,0.3,,,,,,,,,,,286.6033,0.29,293.9267,0.33,286.8367,0.32,,,,
,,,,,,,,276.4167,0.2733,,,,,,,,,,,287.5933,0.3667,294.9533,0.37,287.7133,0.3333,,,,
,,,,,,,,277.35,0.31,,,,,,,,,,,288.6267,0.3867,295.9767,0.3333,288.6267,0.35,,,,
,,,,,,,,278.3,0.2833,,,,,,,,,,,289.64,0.3533,297.0033,0.3367,289.54,0.3333,,,,
,,,,,,,,279.27,0.3267,,,,,,,,,,,290.6333,0.3633,298.0167,0.35,290.4233,0.32,,,,
,,,,,,,,280.2567,0.27,,,,,,,,,,,291.62,0.32,299.0467,0.34,291.4167,0.39,,,,
,,,,,,,,281.2,0.2967,,,,,,,,,,,292.6867,0.39,,,292.3,0.31,,,,
,,,,,,,,282.1667,0.3267,,,,,,,,,,,293.7367,0.3867,,,293.1467,0.3267,,,,
,,,,,,,,283.1,0.28,,,,,,,,,,,294.77,0.37,,,294.05,0.3067,,,,
,,,,,,,,284.0567,0.32,,,,,,,,,,,295.8033,0.3867,,,294.9933,0.3833,,,,
,,,,,,,,284.9633,0.2767,,,,,,,,,,,296.7867,0.3633,,,295.8867,0.3233,,,,
,,,,,,,,285.8567,0.2867,,,,,,,,,,,297.82,0.3767,,,296.7933,0.3433,,,,
,,,,,,,,286.7467,0.2667,,,,,,,,,,,298.8233,0.37,,,297.67,0.3333,,,,
,,,,,,,,287.7133,0.3033,,,,,,,,,,,299.81,0.3667,,,298.5867,0.3633,,,,
,,,,,,,,288.6967,0.2833,,,,,,,,,,,,,,,299.5167,0.36,,,,
,,,,,,,,289.63,0.28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,290.5633,0.2733,,,,,,,,,,,,,,,,,,,,
,,,,,,,,291.5467,0.2733,,,,,,,,,,,,,,,,,,,,
,,,,,,,,292.4967,0.2867,,,,,,,,,,,,,,,,,,,,
,,,,,,,,293.4633,0.2733,,,,,,,,,,,,,,,,,,,,
,,,,,,,,294.48,0.3467,,,,,,,,,,,,,,,,,,,,
,,,,,,,,296.17,1.0033,,,,,,,,,,,,,,,,,,,,
,,,,,,,,297.0233,0.2167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,298.01,0.2867,,,,,,,,,,,,,,,,,,,,
,,,,,,,,299.0367,0.3167,,,,,,,,,,,,,,,,,,,,
